origin;destination;waypointsLong;waypointsLat
1;1;8.4346164083627 8.435911599999999 8.4342648 8.4371054 8.448198399999999 8.447503900000001 8.4541921 8.4365788 8.4770793 8.4775968 8.4745409 8.4696651 8.434697 8.438711900000001 8.4506601 8.4346164083627;47.08617838693552 47.085992600000004 47.085904299999996 47.0857799 47.091851399999996 47.0963064 47.1099091 47.1527942 47.187092299999996 47.1871398 47.18693 47.195888599999996 47.176069700000006 47.1414102 47.1064638 47.08617838693552
1;1;8.4346164083627 8.4346274 8.4384899 8.4346164083627;47.08617838693552 47.0861654 47.0862494 47.08617838693552
1;1;8.4346164083627 8.4299469 8.4392027 8.440386300000002 8.4430552 8.4425725 8.4689478 8.449975199999999 8.471415400000001 8.460491699999999 8.3921841 8.4372618 8.3197921 8.4724123 8.472226 8.4721251 8.472242699999999 8.472240600000001 8.4723457 8.472450199999999 8.472491900000001 8.472518199999998 8.472541099999999 8.4725154 8.472563800000001 8.472656 8.4743888 8.4747102 8.4735373 8.472278999999999 8.4780712 8.481334 8.4840073 8.484949499999999 8.4849545 8.4854209 8.4851269 8.484248599999999 8.4814642 8.3404613 8.474069199999999 8.4848556 8.4927523 8.4329444 8.4687981 8.4587584 8.4658301 8.465158099999998 8.4651668 8.4651235 8.4651219 8.4651219 8.4651219 8.4651304 8.465130499999999 8.4624585 8.463367199999999 8.457021600000001 8.447566900000002 8.4364862 8.4370847 8.4364862 8.4346164083627;47.08617838693552 47.0853493 47.0864783 47.0874805 47.0842499 47.0822709 47.066983799999996 47.1691081 47.0637714 47.1790706 47.2290611 47.0866533 47.050564 47.0549774 47.0548157 47.054737700000004 47.0546826 47.0547646 47.0548383 47.054917700000004 47.0549915 47.055042900000004 47.055105299999994 47.055219799999996 47.0553485 47.055521399999996 47.0536167 47.054061 47.05241029999999 47.0519315 47.0487054 47.05521470000001 47.0552226 47.0557836 47.0559034 47.056706 47.0555269 47.055217999999996 47.055268299999994 47.2323534 47.053511900000004 47.180679100000006 47.1834268 47.2895746 47.0670141 47.0822972 47.0762658 47.0771751 47.0771224 47.0770599 47.0770617 47.0770617 47.0770617 47.0770516 47.0770515 47.076578000000005 47.076930600000004 47.091617600000006 47.082969899999995 47.085928 47.085692200000004 47.085928 47.08617838693552
1;17;8.4346164083627 8.4332899 8.4326821 8.432716099999999 8.4434813 8.4326659 8.4325185 8.4372157 8.4424196 8.443737599999999 8.4506884 8.4590311 8.4622049 8.4606659 8.4606731 8.460674800000001 8.461445199999998 8.462572 8.4632876 8.4631461 8.4623664 8.4622995 8.4636121 8.463617999999999 8.4658871 8.4649609 8.463852903013468;47.08617838693552 47.0843943 47.0835669 47.0834766 47.0818435 47.083564100000004 47.083623200000005 47.0831217 47.0827514 47.084816 47.0916334 47.093394 47.097854 47.0969234 47.0969273 47.0969292 47.0968619 47.097791 47.0976929 47.097638200000006 47.0979263 47.0979165 47.0975429 47.098362200000004 47.0986209 47.0993026 47.0982868565885
17;17;8.463852903013468 8.4649609 8.4636589 8.4636589 8.4643894 8.463852903013468;47.0982868565885 47.0993026 47.0982812 47.0982812 47.0980885 47.0982868565885
17;17;8.463852903013468 8.4642752 8.463908199999999 8.4649609 8.463814 8.463173699999999 8.4636515 8.4637813 8.463852903013468;47.0982868565885 47.098355100000006 47.0932518 47.0993026 47.097773 47.0978294 47.0982776 47.097429299999995 47.0982868565885
17;17;8.463852903013468 8.4625613 8.463852903013468;47.0982868565885 47.1000936 47.0982868565885
17;17;8.463852903013468 8.4658871 8.4658871 8.463852903013468;47.0982868565885 47.0986209 47.0986209 47.0982868565885
17;17;8.463852903013468 8.462940199999998 8.4644007 8.4636589 8.4636589 8.463863 8.463908199999999 8.463852903013468;47.0982868565885 47.0988396 47.097967499999996 47.0982812 47.0982812 47.0977271 47.0932518 47.0982868565885
17;17;8.463852903013468 8.460951199999998 8.463852903013468;47.0982868565885 47.094696899999995 47.0982868565885
17;17;8.463852903013468 8.4628634 8.463852903013468;47.0982868565885 47.0977655 47.0982868565885
17;17;8.463852903013468 8.4636589 8.4634731 8.463852903013468;47.0982868565885 47.0982812 47.097413700000004 47.0982868565885
17;1;8.463852903013468 8.463845 8.4635718 8.463643699999999 8.4622813 8.4484642 8.438311500000001 8.440319 8.4425725 8.4384899 8.4346164083627;47.0982868565885 47.0973502 47.0982078 47.098254700000005 47.0979651 47.102058 47.0856499 47.0873396 47.0822709 47.0862494 47.08617838693552
1;5;8.4346164083627 8.4355301 8.437379400000001 8.4395236 8.440800380026655;47.08617838693552 47.0845275 47.0830086 47.081959600000005 47.08086369635324
5;5;8.440800380026655 8.4406739 8.4428402 8.440800380026655;47.08086369635324 47.0807448 47.083170200000005 47.08086369635324
5;5;8.440800380026655 8.440675 8.4428402 8.440800380026655;47.08086369635324 47.080744 47.083170200000005 47.08086369635324
5;5;8.440800380026655 8.4425725 8.440657400000001 8.440800380026655;47.08086369635324 47.0822709 47.0807383 47.08086369635324
5;5;8.440800380026655 8.440692 8.4428402 8.440800380026655;47.08086369635324 47.0807439 47.083170200000005 47.08086369635324
5;1;8.440800380026655 8.4399308 8.437857000000001 8.4359964 8.4339576 8.4346164083627;47.08086369635324 47.0816119 47.0827344 47.0838479 47.0852317 47.08617838693552
1;1;8.4346164083627 8.4346164083627;47.08617838693552 47.08617838693552
1;16;8.4346164083627 8.434650099999999 8.4329852 8.433056500000001 8.4333707 8.433565 8.4339434 8.4338118 8.4335524 8.4334399 8.409412 8.410103300000001 8.409270699999999 8.406130300000001 8.400538599999999 8.3981136 8.394872099999999 8.3926125 8.388184299999999 8.380529899999999 8.337319599999999 8.336185400000002 8.3311112 8.2961997 8.310006 8.3098845 8.310625368;47.08617838693552 47.086187 47.0843246 47.0844942 47.084492 47.084317799999994 47.084375 47.0841932 47.083997 47.0837195 47.0677436 47.067809999999994 47.067614299999995 47.066334600000005 47.06157329999999 47.0588412 47.056656700000005 47.0541727 47.052408899999996 47.049178999999995 47.0528869 47.0527805 47.05463579999999 47.053200399999994 47.0449641 47.04841679999999 47.048145101555555
16;12;8.310625368 8.2780687 8.2766628 8.276862 8.2777785 8.279119 8.2819315 8.280285000000001 8.2751929 8.2724026 8.2619287 8.1951943 8.097587599999999 7.9768407 7.975338799999999 7.973440400000001 7.9742572 7.9765483999999995 7.9786109 7.9793477 7.9770113 7.9752602 7.568333900000001 7.450558099999999 7.441430099999999 7.435700099999999 7.4350781 7.435013499999999 7.4349657 7.434474499999999 7.4347094 7.435306 7.435306 7.4353647 7.434348299999999 7.435573619087412;47.048145101555555 47.0719684 47.0752991 47.0784291 47.0816365 47.085079799999995 47.088077399999996 47.091473799999996 47.0918213 47.090171399999996 47.0833315 47.11440220000001 47.1708902 47.1954847 47.198563899999996 47.2029055 47.2075026 47.2122898 47.2167727 47.221652500000005 47.2260615 47.2294757 47.0750144 46.9626846 46.9516848 46.950546200000005 46.9518244 46.9535 46.9535843 46.9538311 46.9554786 46.9563551 46.9563551 46.955535600000005 46.955502100000004 46.9556033970603
12;12;7.435573619087412 7.435904700000001 7.435573619087412;46.9556033970603 46.9557866 46.9556033970603
12;12;7.435573619087412 7.435573619087412;46.9556033970603 46.9556033970603
12;12;7.435573619087412 7.4354399 7.435573619087412;46.9556033970603 46.9553365 46.9556033970603
12;13;7.435573619087412 7.433616822222221;46.9556033970603 46.95534706527778
13;12;7.433616822222221 7.4332636 7.4336885 7.434237700000001 7.435972099999999 7.435573619087412;46.95534706527778 46.9555624 46.955453799999994 46.955267299999996 46.955814600000004 46.9556033970603
12;11;7.435573619087412 7.4350246 7.4354609 7.435437599999999 7.4352734 7.435344199999999 7.4355577 7.4357533 7.4359724 7.4361953 7.4363440999999995 7.4367663 7.436916 7.4370963 7.437288099999999 7.4374999000000015 7.4376484 7.4378227 7.4380609 7.4381488 7.438016665;46.9556033970603 46.955484000000006 46.955197 46.955048299999994 46.954950200000006 46.95483970000001 46.9546711 46.954493299999996 46.954376 46.9542459 46.9541755 46.953909100000004 46.9538045 46.9536929 46.9535883 46.953483 46.9534047 46.9532902 46.9530066 46.9529331 46.95039002654971
11;15;7.438016665 7.437817999999999 7.4385418 7.4380726 7.4377576 7.4350712 7.4432675999999995 7.437809 7.437774500000001;46.95039002654971 46.950154299999994 46.9495114 46.9488199 46.9487381 46.948437899999995 46.9530905 46.9486868 46.948815925
15;2;7.437774500000001 7.4426238 7.5286913 7.461408099999999 7.461408099999999 7.461408099999999 7.563261099999999 7.793625 7.9050344 7.9108083 7.9151645 7.9619539999999995 8.1116111 8.128735 8.1856325 8.221266499999999 8.447525 8.4585839 8.4651064 8.470939 8.4760609 8.480176199999999 8.48825 8.4926384 8.4955491 8.5388778 8.537661300000002 8.537600099999999 8.534603 8.5282114 8.530448199999999 8.530540400000001 8.5307835 8.5308935 8.531137 8.5312382 8.532033199999999 8.5364584 8.533163 8.533674099999999 8.5352155 8.5461828 8.5461828 8.524331 8.5190305 8.5176012 8.5152228 8.5130427 8.5127966 8.5124021 8.510203500000001 8.508462300000001 8.5065121 8.507881300000001 8.508366 8.5075769 8.505719500000001 8.503894099999998 8.5024599 8.5011621 8.499020699999999 8.4990593 8.498514877548391;46.948815925 46.9534376 47.0342161 46.9760159 46.9760159 46.9760159 47.069844599999996 47.2379023 47.335032 47.357092200000004 47.359252399999995 47.3520005 47.401822499999994 47.3996809 47.391315399999996 47.41524570000001 47.399655700000004 47.3985286 47.3980829 47.3966125 47.3951833 47.3940195 47.3921235 47.390823600000004 47.3903118 47.377163 47.3759951 47.376047799999995 47.3766665 47.3797864 47.3832185 47.3834203 47.383495 47.3837052 47.3839524 47.3840796 47.38478189999999 47.3882722 47.3943989 47.3977453 47.4021353 47.4131133 47.4131133 47.412179200000004 47.413997200000004 47.4145283 47.4151357 47.415733 47.4158892 47.4160575 47.4171022 47.418296600000005 47.4200006 47.4199099 47.4203592 47.4198014 47.420319899999996 47.420928499999995 47.420612 47.4210251 47.421532299999996 47.421308 47.42089818119723
2;2;8.498514877548391 8.4991542 8.4974849 8.496372000000001 8.4989327 8.4983635 8.500368400000001 8.502162599999998 8.503106599999999 8.5005909 8.498492500000001 8.4985019 8.498494099999998 8.4984909 8.4984859 8.497694699999998 8.498514877548391;47.42089818119723 47.4214715 47.4222989 47.423415399999996 47.423943200000004 47.4240583 47.4236698 47.4232454 47.4225555 47.4211238 47.420936100000006 47.4209333 47.420937 47.4209462 47.4209467 47.421347600000004 47.42089818119723
2;14;8.498514877548391 8.500540199999998 8.502942800000001 8.505487599999999 8.507495 8.5079467 8.5079534 8.5077337 8.507508099999999 8.5077119 8.5397521 8.546387900000001 8.539613800000001 8.540639500000001 8.5108804 8.517194900000002 8.5234594 8.5372176 8.5368735 8.5360371 8.534632 8.5234594 8.514898800000001 8.5127772 8.509658199999999 8.505282800000002 8.2438644 8.2124462 8.162817200000001 7.9159853 7.9108925 7.7393155 7.4619272 7.436584700000001 7.4368835 7.436723599999999 7.4365752999999994 7.436511299999999 7.436366800000001 7.436147999999999 7.4358247 7.4319297 7.4300512095896085;47.42089818119723 47.4211132 47.4205244 47.4203476 47.4214472 47.421017299999995 47.4210388 47.4215086 47.421367700000005 47.4229364 47.416843 47.4123373 47.410069 47.4096839 47.3866275 47.3852316 47.381682299999994 47.3806541 47.3796003 47.378614299999995 47.378382 47.381682299999994 47.383554 47.38511870000001 47.3860349 47.3876876 47.42009 47.400471 47.3947855 47.3595033 47.3573941 47.2124409 46.976592499999995 46.9486963 46.9490506 46.948986 46.949198100000004 46.9493678 46.9495065 46.949993299999996 46.9499142 46.953628 46.953853167273486
14;14;7.4300512095896085 7.4300592000000005 7.4294655 7.4294655 7.430391999999999 7.4300512095896085;46.953853167273486 46.9541674 46.953684100000004 46.953684100000004 46.9530136 46.953853167273486
14;12;7.4300512095896085 7.430246 7.4308934 7.4314363 7.432633099999999 7.4341952000000004 7.435573619087412;46.953853167273486 46.953934999999994 46.954181 46.9538368 46.954783899999995 46.955310499999996 46.9556033970603
12;12;7.435573619087412 7.434960799999999 7.434960799999999 7.435573619087412;46.9556033970603 46.9536316 46.9536316 46.9556033970603
12;12;7.435573619087412 7.435667200000001 7.435573619087412;46.9556033970603 46.9563316 46.9556033970603
12;13;7.435573619087412 7.4352098 7.433616822222221;46.9556033970603 46.955578100000004 46.95534706527778
13;2;7.433616822222221 7.433639299999999 7.432336 7.4308269000000005 7.4294655 7.4294655 7.430297200000001 7.4294655 7.423122500000001 7.423122500000001 7.422142299999999 7.422448700000001 7.4230424 7.4223157 7.4232664999999995 7.4254005 7.4261848 7.4280181 7.4332015 7.437045599999999 7.4377402 7.439907000000001 7.4383054 7.439907000000001 7.4439747 7.462967599999999 7.4660811 7.4660811 7.5609717000000005 7.611851400000001 7.7779023 7.9064553 7.9090618 7.937187 8.0368651 8.0402156 8.1146562 8.1300728 8.2215632 8.230343099999999 8.276261400000001 8.3500556 8.3584219 8.472888300000001 8.4777426 8.492734 8.5095743 8.5234594 8.5378133 8.5398497 8.5413168 8.5428031 8.540391 8.539136 8.5382013 8.533693099999999 8.5331994 8.535970800000001 8.5333192 8.535970800000001 8.5333905 8.5234891 8.5173108 8.5079719 8.5017574 8.4989793 8.496174900000002 8.4949373 8.493495 8.491632899999999 8.4896095 8.487450500000001 8.4850364 8.4827568 8.480493899999999 8.4785445 8.4710768 8.461018699999999 8.4479924 8.4477517 8.4478655 8.4479103 8.4479424 8.4479323 8.4479227 8.447923 8.447923 8.4479243 8.4612341 8.463823 8.4646856 8.465541499999999 8.4662876 8.4490578 8.4409586 8.4850116 8.4850116 8.492985800000001 8.5028748 8.498514877548391;46.95534706527778 46.954750700000005 46.9543032 46.954254600000006 46.953684100000004 46.953684100000004 46.9554606 46.953684100000004 46.9547067 46.9547067 46.9528001 46.9528619 46.9532314 46.9527116 46.953175200000004 46.9550737 46.955999799999994 46.955419899999995 46.9527402 46.9481145 46.9487626 46.9514789 46.950973 46.9514789 46.955790500000006 46.975021999999996 46.9812054 46.9812054 47.065408500000004 47.168570700000004 47.234983500000006 47.3430964 47.353520399999994 47.3534162 47.3895473 47.388079600000005 47.4019143 47.406980499999996 47.4001563 47.4115662 47.4273042 47.43457539999999 47.433346500000006 47.3980843 47.3952579 47.390753000000004 47.387341299999996 47.381682299999994 47.3785381 47.3785593 47.3791146 47.3791381 47.383999200000005 47.3885434 47.3923396 47.3977173 47.39844179999999 47.399241700000005 47.3984889 47.399241700000005 47.407565999999996 47.4126685 47.4145519 47.41905379999999 47.4212719 47.421482 47.4237956 47.42537960000001 47.426176700000006 47.4272217 47.42848970000001 47.4296621 47.4310652 47.432424600000004 47.4341222 47.435581799999994 47.43398870000001 47.4359684 47.4088695 47.407137 47.405942700000004 47.4045864 47.4032951 47.402664 47.402668 47.4026693 47.4026693 47.4026525 47.398866999999996 47.3959396 47.39258770000001 47.39562960000001 47.3988823 47.4109859 47.4158646 47.424625899999995 47.424625899999995 47.427117200000005 47.4207034 47.42089818119723
2;10;8.498514877548391 8.4990655 8.5041007 8.5070071 8.5041007 8.5082388 8.5086466 8.5076696 8.5456095 8.5471241 8.5434183 8.5123196 8.518044900000001 8.518044900000001 8.5234594 8.536175300000002 8.5372176 8.5372176 8.5390655 8.5374897 8.5003703 8.4988832 8.4198776 8.4077727 8.375571899999999 8.362434700000001 8.262202499999999 8.2498265 8.21965 8.0492829 7.911260700000001 7.911260700000001 7.9090618 7.8617897999999995;47.42089818119723 47.421405 47.421046600000004 47.4180544 47.421046600000004 47.4215355 47.421069 47.4213557 47.4173299 47.4135157 47.4113261 47.392684700000004 47.3851684 47.3851684 47.381682299999994 47.3835057 47.3806541 47.3806541 47.377759000000005 47.3782505 47.388335299999994 47.388446 47.3986157 47.4025902 47.4271555 47.431510700000004 47.4258555 47.423667200000004 47.41227979999999 47.390829 47.3573686 47.3573686 47.353520399999994 47.2970447
10;12;7.8617897999999995 7.4430951 7.4443042 7.439310300000001 7.4386053 7.437864500000001 7.4382868 7.4386829 7.4387215 7.4390679 7.4391515 7.4389339 7.438757300000001 7.438358 7.4381782 7.4380671000000005 7.4378012 7.4372371 7.436977900000001 7.4367293000000005 7.436484200000001 7.436188799999999 7.4359587 7.435708999999999 7.4353137 7.4359401 7.4361069 7.435573619087412;47.2970447 46.9552375 46.9542434 46.9506025 46.9492806 46.9497521 46.951471500000004 46.9515069 46.9517933 46.9518981 46.95203970000001 46.9522302 46.9524697 46.9528409 46.953063799999995 46.9532709 46.953437799999996 46.953745 46.9538893 46.954036 46.9541775 46.95435 46.9545284 46.9546805 46.955649799999996 46.955809 46.956608100000004 46.9556033970603
12;12;7.435573619087412 7.435823299999999 7.435371099999999 7.4354225000000005 7.435573619087412;46.9556033970603 46.9558523 46.955623200000005 46.955527200000006 46.9556033970603
12;13;7.435573619087412 7.434196099999999 7.433979400000001 7.4338396 7.433616822222221;46.9556033970603 46.9553198 46.9552464 46.955198100000004 46.95534706527778
13;12;7.433616822222221 7.4336402999999995 7.435149099999999 7.435573619087412;46.95534706527778 46.955183700000006 46.955755100000005 46.9556033970603
12;14;7.435573619087412 7.4346803 7.4333026 7.4320783 7.4300512095896085;46.9556033970603 46.9554047 46.9544958 46.953562299999994 46.953853167273486
14;14;7.4300512095896085 7.4300512095896085;46.953853167273486 46.953853167273486
14;15;7.4300512095896085 7.4324775999999995 7.4355996 7.437128100000001 7.436269 7.4362786 7.437774500000001;46.953853167273486 46.9530794 46.950701200000005 46.948056 46.948532 46.948544299999995 46.948815925
15;1;7.437774500000001 7.462210000000001 7.462210000000001 7.462210000000001 7.5403628 7.861451700000001 7.867731699999999 7.9269406 7.962291900000001 7.9692234 8.100236200000001 8.1034407 8.1147523 8.124302400000001 8.130245 8.1365307 8.142628 8.1435692 8.1751368 8.2797312 8.3106007 8.3107303 8.3041068 8.3191147 8.3365308 8.4146795 8.4094493 8.4307527 8.4343102 8.4346164083627;46.948815925 46.9762688 46.9762688 46.9762688 47.051787299999994 47.2968374 47.3019378 47.3073744 47.2609691 47.2404237 47.1699249 47.1654037 47.153867299999995 47.1474411 47.144226200000006 47.1405417 47.136056700000005 47.1351563 47.1183094 47.0776661 47.048879299999996 47.049381700000005 47.044361 47.053830600000005 47.05393370000001 47.0657449 47.0677505 47.0779375 47.08619 47.08617838693552
1;1;8.4346164083627 8.4346164083627;47.08617838693552 47.08617838693552
1;16;8.4346164083627 8.4345443 8.4330909 8.4325152 8.432901 8.4334071 8.4335412 8.4334767 8.4331041 8.4333576 8.4334879 8.433470699999999 8.4354037 8.414551199999998 8.3979496 8.3833798 8.3745143 8.372056599999999 8.3442575 8.343561200000002 8.3432091 8.341282099999999 8.3392816 8.3383421 8.3378195 8.337760300000001 8.3377557 8.3377429 8.337742599999999 8.337742599999999 8.337742599999999 8.337559599999999 8.337497599999999 8.337347 8.3366446 8.3357012 8.3349568 8.3326972 8.3324122 8.3000376 8.3000376 8.3295796 8.310625368;47.08617838693552 47.086154799999996 47.084399600000005 47.0836223 47.0835934 47.083494099999996 47.0837339 47.0837972 47.0820523 47.083958 47.083766600000004 47.0837843 47.0720801 47.0696289 47.059838 47.0507329 47.0452869 47.043887700000006 47.048917100000004 47.049904 47.0506001 47.0528694 47.053539799999996 47.0536446 47.0537035 47.0537235 47.053725 47.0537277 47.0537277 47.0537277 47.0537277 47.0537639 47.053777200000006 47.053806099999996 47.053929100000005 47.0540935 47.0542258 47.0546598 47.0547105 47.0465741 47.0465741 47.0551849 47.048145101555555
16;14;8.310625368 8.3105122 8.3104749 7.9421211 7.4224215 7.4224128 8.5612867 7.9394167 8.561290199999998 8.561290199999998 7.942122599999999 7.942122599999999 7.4224128 7.9421315 7.4224128 7.4443042 7.4224128 7.4224128 7.4360618 7.4317817999999995 7.4302856 7.4300512095896085;47.048145101555555 47.0483301 47.048417 47.2889026 46.9515393 46.9515485 47.451712799999996 47.2889864 47.4517207 47.4517207 47.288903999999995 47.288903999999995 46.9515485 47.2888937 46.9515485 46.9542434 46.9515485 46.9515485 46.9501022 46.9536805 46.9538219 46.953853167273486
14;14;7.4300512095896085 7.4300256 7.428900099999999 7.4300512095896085;46.953853167273486 46.9534843 46.954330999999996 46.953853167273486
14;14;7.4300512095896085 7.4300372999999995 7.430391999999999 7.4303281000000005 7.4300512095896085;46.953853167273486 46.95411729999999 46.9530136 46.9540429 46.953853167273486
14;14;7.4300512095896085 7.4301323 7.4299693 7.4300512095896085;46.953853167273486 46.9537669 46.9542133 46.953853167273486
14;14;7.4300512095896085 7.4303143 7.4300512095896085;46.953853167273486 46.9540003 46.953853167273486
14;14;7.4300512095896085 7.4300512095896085;46.953853167273486 46.953853167273486
14;16;7.4300512095896085 7.432945599999999 7.435981599999999 7.4362387000000005 7.436333800000001 7.436240799999999 7.4364129 7.4484837 7.467567900000001 7.850834700000001 7.847326700000001 7.8753494 7.9282202 8.0829071 8.100236200000001 8.0972866 8.0987685 8.1140875 8.2430601 8.2430601 8.2743828 8.2828261 8.2828261 8.3100847 8.3101219 8.3100682 8.310625368;46.953853167273486 46.952946000000004 46.95051420000001 46.94984470000001 46.9484274 46.948527399999996 46.9487149 46.9603787 46.9728662 47.289577 47.310719 47.3051017 47.30390379999999 47.1791248 47.1699249 47.1713764 47.1696239 47.155837700000006 47.0980506 47.0980506 47.0863233 47.070691499999995 47.070691499999995 47.045962599999996 47.048887 47.0502685 47.048145101555555
16;1;8.310625368 8.308647200000001 8.337808500000001 8.3707547 8.3773652 8.3773652 8.432240199999999 8.432833300000002 8.4330536 8.433210699999998 8.433282400000001 8.433038400000001 8.4330145 8.4331793 8.4334016 8.4336102 8.4335614 8.4346164083627;47.048145101555555 47.0436332 47.054452600000005 47.0453052 47.046977000000005 47.046977000000005 47.0822473 47.0833503 47.0835924 47.08364520000001 47.083637700000004 47.0834604 47.0835363 47.083686799999995 47.0838829 47.0840659 47.0848569 47.08617838693552
1;1;8.4346164083627 8.4387574 8.4432827 8.4515219 8.429055 8.3968608 8.3614285 8.3597418 8.3594673 8.358284 8.358274900000001 8.359222 8.359446 8.359891099999999 8.3523161 8.3992485 8.3968608 8.3461296 8.3167249 8.2996823 8.289235000000001 8.2967101 8.2953231 8.297630999999999 8.2975166 8.297578 8.2969714 8.296471799999999 8.2938391 8.432974900000001 8.45016 8.4357213 8.445561999999999 8.4508071 8.4382226 8.3995836 8.402270199999998 8.425755 8.4346164083627;47.08617838693552 47.087148799999994 47.088546 47.0996862 47.149485600000006 47.1285521 47.094162299999994 47.0936977 47.093788399999994 47.0934271 47.0934355 47.0936317 47.093770899999996 47.093781400000005 47.0999449 47.128989600000004 47.1285521 47.1218643 47.1001153 47.0764982 47.066082200000004 47.034715000000006 47.02969960000001 47.0293194 47.029354999999995 47.0293409 47.028795 47.0346905 47.0371577 47.1537973 47.0976419 47.0841438 47.0872579 47.10398920000001 47.1164537 47.088201899999994 47.089184 47.0873704 47.08617838693552
1;1;8.4346164083627 8.4346164083627;47.08617838693552 47.08617838693552
1;1;8.4346164083627 8.434827499999999 8.4480606 8.454909800000001 8.4354322 8.4233714 8.3960631 8.3790137 8.3642137 8.3638307 8.3434112 8.338836200000001 8.3392001 8.339174 8.3390979 8.3391017 8.3386724 8.338111900000001 8.3375284 8.3374055 8.3388711 8.3452392 8.360558900000001 8.360558900000001 8.3650417 8.3938959 8.396457400000001 8.417610400000001 8.4264544 8.4403492 8.4374586 8.450526199999999 8.4346164083627;47.08617838693552 47.0846145 47.092958 47.1024975 47.1569903 47.1741075 47.1888227 47.1966295 47.21330089999999 47.2373732 47.270689399999995 47.27329279999999 47.2729967 47.2734992 47.2732198 47.2731943 47.273354499999996 47.2734433 47.2735172 47.2733505 47.2733581 47.26876420000001 47.2429443 47.2429443 47.2145363 47.1918446 47.1865664 47.1883815 47.1721138 47.1602761 47.147330600000004 47.100341799999995 47.08617838693552
1;1;8.4346164083627 8.4346164083627;47.08617838693552 47.08617838693552
1;1;8.4346164083627 8.4350999 8.4353618 8.4355629 8.4357101 8.4359675 8.4362429 8.4364386 8.4366421 8.4368443 8.437012300000001 8.4372657 8.4373278 8.437294999999999 8.437282000000002 8.437280900000001 8.437359599999999 8.4376198 8.437701400000002 8.4382603 8.4387105 8.4408808 8.4378723 8.4406407 8.4406407 8.420811599999999 8.4402724 8.420811599999999 8.446443499999999 8.4341363 8.4339961 8.4346164083627;47.08617838693552 47.0862364 47.086378499999995 47.08656129999999 47.086740899999995 47.086917299999996 47.087078000000005 47.087208200000006 47.087359 47.0875364 47.087683399999996 47.0878533 47.08807279999999 47.088266499999996 47.088471399999996 47.088680700000005 47.0888907 47.0888614 47.0886937 47.090053399999995 47.091945700000004 47.0980046 47.0976671 47.1023307 47.1023307 47.0887814 47.102358 47.0887814 47.0914822 47.0882874 47.0877783 47.08617838693552
1;1;8.4346164083627 8.434265400000001 8.434109699999999 8.4341861 8.4341861 8.4372435 8.4372435 8.4405873 8.4387105 8.4384212 8.4381019 8.4377049 8.4370202 8.4387574 8.4346164083627;47.08617838693552 47.0875616 47.0885009 47.0900149 47.0900149 47.0890471 47.0890471 47.09196 47.091945700000004 47.0913633 47.0895969 47.0887544 47.0879571 47.087148799999994 47.08617838693552
